Rank,Name,Gs,MPG,FGA,FGM,FG%,FTA,FTM,FT%,3PM,REB,AST,ATO,STL,BLK,TOV,PTS,Taken,Rank_zscore,Gs_zscore,MPG_zscore,FGA_zscore,FGM_zscore,FG%_zscore,FTA_zscore,FTM_zscore,FT%_zscore,3PM_zscore,REB_zscore,AST_zscore,ATO_zscore,STL_zscore,BLK_zscore,TOV_zscore,PTS_zscore,SUM_zscore
165,Chris Boucher,60,19.6,4.8,2.2,0.45899999999999996,1.9,1.52,0.802,0.8,6.6,0.6,0.86,0.6,1.6,0.7,9.7,False,0.547332433868751,-0.9569676323540294,-1.9712736870923746,-1.303818195249108,-1.3286262210148327,-0.264123885929614,-0.4942277367031242,-0.4520750361553861,0.34303118860238496,-0.7287811717700144,0.43925265446280487,-1.2609064437773778,-1.18111994082598,-0.9730776507840552,1.9214889457608015,-1.3615171060346372,-0.876440317982699,-0.038039575383132185
166,Nerlens Noel,60,19.3,4.4,2.81,0.639,1.7,1.27,0.745,0.0,5.5,0.9,0.9,1.1,1.6,1.0,7.5,False,0.5611889511818839,-0.9569676323540294,-2.0372791009643905,-1.3948034147361357,-1.0348698799228822,2.701338905196284,-0.596088358447379,-0.6072012564239248,-0.3769856677216683,-1.5968945389767024,-0.007803155963809501,-1.1096218760549281,-1.1265748248739167,0.48188295146483134,1.9214889457608015,-0.9797833379875425,-1.2625373743627424,1.7306515273296086
167,Paul Millsap,61,23.5,8.6,4.15,0.48200000000000004,2.8,2.16,0.77,0.8,5.8,1.7,1.32,0.9,0.7,1.3,11.2,False,0.5750454684950168,-0.6676787471200423,-1.1132033067561702,-0.4394586101223442,-0.3895690650651546,0.11479635960314077,-0.035854938853977586,-0.054951912267926985,-0.061188800912873015,-0.7287811717700144,0.11412115597072167,-0.7061963621283954,-0.5538511073772512,-0.10010128943472332,0.12309039003625763,-0.5980495699404479,-0.6131923249963057,-1.2594024736917442
168,Dewayne Dedmon,61,23.9,5.8,2.69,0.46399999999999997,0.8,0.66,0.82,0.9,7.4,1.1,0.79,0.9,1.1,1.4,9.2,False,0.5889019858081498,-0.6676787471200423,-1.0251960882601496,-1.0763551465315386,-1.0926580125967087,-0.1817499195094501,-1.0544611562965254,-0.985709233879159,0.5704049327047161,-0.6202670008691785,0.7643841529548885,-1.008765497573295,-1.2765738937420907,-0.10010128943472332,0.9223786370249439,-0.4708049805914165,-0.9641896489781634,-0.14710065308884512
169,JaVale McGee,64,17.6,4.5,2.85,0.633,1.2,0.78,0.6459999999999999,0.0,6.0,0.6,0.59,0.5,1.6,1.0,8.3,False,0.6027585031212828,0.20018790858191915,-2.4113097795724796,-1.3720571098643788,-1.0156071690316066,2.6024901454920872,-0.850739912808016,-0.9112486481502605,-1.6275412602844976,-1.5968945389767024,0.19540403059374256,-1.2609064437773778,-1.5492994735024075,-1.2640697712338322,1.9214889457608015,-0.9797833379875425,-1.1221384447699991,-1.1723839992082359
170,Jarrett Culver,66,26.7,9.0,3.92,0.435,1.9,1.23,0.649,1.3,3.8,1.9,1.36,1.0,0.7,1.4,11.4,False,0.6166150204344156,0.7787656790498935,-0.40914555878800246,-0.34847339063531635,-0.5003296526899886,-0.6595189247463997,-0.4942277367031242,-0.6320214516668909,-1.589645636267441,-0.18621031726583454,-0.6987075902594866,-0.6053399836467622,-0.4993059914251878,0.19089083101505383,0.12309039003625763,-0.4708049805914165,-0.5780925925981197,-3.5327288431413164
171,Devin Vassell,65,24.9,6.5,2.93,0.45,1.1,0.81,0.7340000000000001,1.7,4.1,1.9,1.36,0.9,0.7,1.4,10.4,False,0.6304715377475486,0.4894767938159063,-0.8051780420200971,-0.9171310124292399,-0.9770817472490558,-0.41239702548590806,-0.9016702236801434,-0.8926335017180359,-0.5159362891175369,0.24784636633750934,-0.5767832783249555,-0.6053399836467622,-0.4993059914251878,-0.10010128943472332,0.12309039003625763,-0.4708049805914165,-0.7535912545890485,-2.1224073836337505
172,Justin Holiday,66,28.3,6.7,2.71,0.405,0.9,0.75,0.828,2.0,3.6,1.6,1.61,1.3,0.5,1.0,9.8,False,0.6443280550606815,0.7787656790498935,-0.057116684803918176,-0.871638402685726,-1.083026657151071,-1.1537627232673822,-1.0035308454243983,-0.9298637945824851,0.6714599300835307,0.5733888790400173,-0.7799904648825073,-0.7566245513692119,-0.15839901672479176,1.0638671923643856,-0.2765537334580853,-0.9797833379875425,-0.8588904517836058,-0.5373225852853165
173,Rudy Gay,63,23.2,8.9,4.17,0.469,2.0,1.68,0.8390000000000001,1.0,5.8,2.0,1.43,0.6,0.5,1.4,11.5,False,0.6581845723738144,-0.08910097665206798,-1.179208720628186,-0.37121969550707323,-0.37993770961951706,-0.09937595308928623,-0.44329742583099674,-0.35279425518352137,0.810410551479402,-0.5117528299683425,0.11412115597072167,-0.5549117944059456,-0.40385203850907714,-0.9730776507840552,-0.2765537334580853,-0.4708049805914165,-0.5605427263990269,-1.580878000063202
174,Aaron Nesmith,66,24.2,6.5,2.87,0.441,1.1,0.97,0.8859999999999999,2.6,2.9,2.1,1.51,0.7,0.4,1.4,11.9,False,0.6720410896869474,0.7787656790498935,-0.9591906743881337,-0.9171310124292399,-1.005975813585969,-0.560670165042203,-0.9016702236801434,-0.7933527207461711,1.4041086610799345,1.2244739044450335,-1.0644805260630803,-0.5044836051651289,-0.29476180660495027,-0.682085530334278,-0.47637579520525675,-0.4708049805914165,-0.4903432616026553,-0.6790513372962179
175,Isaac Okoro,66,26.9,6.5,3.03,0.466,1.1,0.78,0.71,0.9,4.8,1.6,1.8,0.9,0.7,0.9,9.5,False,0.6858976070000803,0.7787656790498935,-0.36514194953999213,-0.9171310124292399,-0.9289249700208674,-0.14880033294138365,-0.9016702236801434,-0.9112486481502605,-0.8191012812539817,-0.6202670008691785,-0.29229321714438244,-0.7566245513692119,0.10069028404750914,-0.10010128943472332,0.12309039003625763,-1.107027927336574,-0.9115400503808846,-2.4186094060209147
176,Norman Powell,63,25.1,11.5,5.57,0.484,2.9,2.41,0.831,1.7,3.1,1.8,1.28,1.0,0.3,1.4,12.7,False,0.6997541243132133,-0.08910097665206798,-0.761174432772086,0.2201842311586072,0.29425717157512377,0.1477459461712054,0.01507537201814986,0.10017430800061168,0.7093555541005861,0.24784636633750934,-0.9831976514400593,-0.6557681728875787,-0.6083962233293146,0.19089083101505383,-0.6761978569524283,-0.4708049805914165,-0.3499443320099124,-0.898464335074207
177,JJ Redick,62,26.7,10.5,4.69,0.447,3.1,2.78,0.898,2.8,2.4,2.1,1.76,0.4,0.2,1.2,15.2,False,0.7136106416263462,-0.3783898618860551,-0.40914555878800246,-0.007278817558962228,-0.12952246803293604,-0.4618214053380064,0.11693599376240477,0.3297611139980487,1.5556911571481575,1.441502246246705,-1.2676877126206323,-0.5044836051651289,0.046145168095445735,-1.5550618916836094,-0.8760199186995998,-0.7252941592894795,0.08880232296740972,-0.8537846478552245
178,P.J. Tucker,68,33.2,5.9,2.44,0.414,0.7,0.54,0.777,1.6,6.3,1.3,1.44,1.2,0.4,0.9,7.1,False,0.7274671589394791,1.3573434495178678,1.0209717417723394,-1.0536088416597815,-1.21304995566718,-1.005489583711088,-1.105391467168653,-1.0601698196080576,0.027234321793589672,0.1393321954366735,0.31732834252827374,-0.9079091190916617,-0.39021575952106125,0.7728750719146081,-0.47637579520525675,-1.107027927336574,-1.332736839159114,-1.3587134781574013
179,Enes Kanter,58,21.4,6.0,3.4,0.5660000000000001,1.7,1.31,0.772,0.1,9.0,1.3,0.93,0.4,0.6,1.4,11.1,False,0.7413236762526121,-1.5355454028220037,-1.5752412038602808,-1.0308625367880246,-0.7507448942765694,1.498678995461893,-0.596088358447379,-0.5823810611809586,-0.03592505156816939,-1.4883803680758663,1.414647149939055,-0.9079091190916617,-1.0856659879098691,-1.5550618916836094,-0.07673167171091384,-0.4708049805914165,-0.6307421911953985,-1.3106191673332548
180,Cody Zeller,62,23.4,8.3,4.41,0.531,3.1,2.2,0.71,0.2,6.8,1.6,1.22,0.7,0.6,1.3,10.4,False,0.7551801935657451,-0.3783898618860551,-1.1352051113801758,-0.5076975247376148,-0.2643614442718643,0.9220612305207458,0.11693599376240477,-0.030131717024960775,-0.8191012812539817,-1.3798661971750306,0.5205355290858258,-0.7566245513692119,-0.6902138972574098,-0.682085530334278,-0.07673167171091384,-0.5980495699404479,-0.7535912545890485,-2.4273541568854453
181,Dwight Howard,64,20.1,4.0,2.79,0.698,3.1,1.57,0.508,0.1,7.8,0.7,0.54,0.5,1.2,1.3,8.3,False,0.7690367108788779,0.20018790858191915,-1.8612646639723485,-1.4857886342231634,-1.04450123536852,3.673351708954216,0.11693599376240477,-0.4210497921016783,-3.370739965069045,-1.4883803680758663,0.9269499022009299,-1.210478254536561,-1.6174808684424868,-1.2640697712338322,1.1222006987721151,-0.5980495699404479,-1.1221384447699991,-2.135254923817595
182,Moritz Wagner,64,22.6,5.9,3.04,0.515,2.1,1.73,0.823,0.9,5.7,1.5,0.83,0.7,0.6,1.8,11.0,False,0.7828932281920109,0.20018790858191915,-1.311219548372217,-1.0536088416597815,-0.9241092922980484,0.6584645379762215,-0.3923671149588693,-0.3217690111298136,0.6083005567217716,-0.6202670008691785,0.0734797186592114,-0.8070527406100285,-1.2220287777900276,-0.682085530334278,-0.07673167171091384,0.03817337680470977,-0.6482920573944914,-1.5323575643663956
183,Eric Gordon,58,32.1,12.9,5.15,0.39899999999999997,3.0,2.34,0.779,3.2,2.3,1.9,1.36,0.7,0.4,1.4,16.8,False,0.7967497455051438,-1.5355454028220037,0.7789518909082814,0.5386324993632045,0.09199870721673158,-1.2526114829715795,0.0660056828902773,0.056738966325420685,0.052498071138293294,1.8755589298500495,-1.3083291499321428,-0.6053399836467622,-0.4993059914251878,-0.682085530334278,-0.47637579520525675,-0.4708049805914165,0.36960018215289614,-1.556279778357364
184,Patrick Beverley,58,27.4,6.7,2.78,0.415,0.9,0.66,0.733,1.5,5.2,3.8,2.93,1.0,0.5,1.3,7.8,False,0.8106062628182767,-1.5355454028220037,-0.2551329264199659,-0.871638402685726,-1.049316913091339,-0.9890147904270552,-1.0035308454243983,-0.985709233879159,-0.52856816378989,0.030818024535837398,-0.12972746789834066,0.352795611928753,1.6415898096932993,0.19089083101505383,-0.2765537334580853,-0.5980495699404479,-1.2098877757654636,-1.9611978939187424
185,Alec Burks,62,24.9,11.6,4.71,0.406,4.0,3.51,0.878,1.4,4.2,2.4,1.84,0.8,0.3,1.3,12.5,False,0.8244627801314097,-0.3783898618860551,-0.8051780420200971,0.24293053603036407,-0.11989111258729852,-1.1372879299833494,0.5753087916115514,0.7827296771821817,1.3030536637011212,-0.07769614636499868,-0.5361418410134448,-0.3531990374426793,0.15523539999957256,-0.3910934098845005,-0.6761978569524283,-0.5980495699404479,-0.385044064408098,-1.65555705240793
186,Matisse Thybulle,64,24.7,4.1,1.73,0.42200000000000004,0.6,0.38,0.638,1.4,1.9,1.6,1.59,1.7,0.9,1.0,8.3,False,0.8383192974445426,0.20018790858191915,-0.8491816512681074,-1.4630423293514065,-1.5549630739873193,-0.8736912374388249,-1.1563217780407804,-1.1594506005799226,-1.7285962576633107,-0.07769614636499868,-1.4708948991781845,-0.7566245513692119,-0.18567157470082346,2.227835674163494,0.5227345135306007,-0.9797833379875425,-1.1221384447699991,-2.2992880111028926
187,Kentavious Caldwell-Pope,68,26.5,7.3,3.26,0.446,1.5,1.23,0.8170000000000001,1.7,2.9,1.6,1.79,1.0,0.2,0.9,10.8,False,0.8521758147576756,1.3573434495178678,-0.4531491680360128,-0.7351605734551845,-0.8181643823960335,-0.47829619862203915,-0.6979489801916338,-0.6320214516668909,0.5325093086876621,0.24784636633750934,-1.0644805260630803,-0.7566245513692119,0.08705400505949329,0.19089083101505383,-0.8760199186995998,-1.107027927336574,-0.683391789792677,-1.780538551169809
188,Rajon Rondo,57,24.3,6.8,2.88,0.423,0.9,0.57,0.636,0.9,3.8,6.5,2.97,1.0,0.1,2.2,8.0,False,0.8660323320708085,-1.824834288055991,-0.9371888697641281,-0.8488920978139691,-1.0011601358631503,-0.857216444154793,-1.0035308454243983,-1.0415546731758332,-1.7538600070080144,-0.6202670008691785,-0.6987075902594866,1.714356721430801,1.6961349256453628,0.19089083101505383,-1.0758419804467714,0.5471517342008361,-1.174788043367278,-4.822585247860504
189,Marcus Morris Sr.,66,24.3,13.1,5.7,0.435,3.5,2.9,0.828,1.8,4.5,1.1,0.92,0.6,0.3,1.2,12.9,False,0.8798888493839414,0.7787656790498935,-0.9371888697641281,0.5841251091067182,0.3568609819717689,-0.6595189247463997,0.32065723725091433,0.4042216997269473,0.6714599300835307,0.35636053723834543,-0.4142175290789136,-1.008765497573295,-1.099302266897885,-0.9730776507840552,-0.6761978569524283,-0.7252941592894795,-0.31484459961172645,-2.2935074321354625
190,Trevor Ariza,65,27.5,6.1,2.52,0.413,1.4,1.15,0.821,1.6,4.3,2.1,2.11,1.2,0.2,1.0,8.9,False,0.8937453666970744,0.4894767938159063,-0.23313112179596032,-1.0081162319162678,-1.1745245338846293,-1.0219643769951208,-0.7488792910637612,-0.6816618421528233,0.583036807377068,0.1393321954366735,-0.49550040370193454,-0.5044836051651289,0.523414932676,0.7728750719146081,-0.8760199186995998,-0.9797833379875425,-1.0168392475754418,-1.4397801394213336
191,Onyeka Okongwu,63,22.7,6.5,3.56,0.5479999999999999,1.1,0.81,0.735,0.4,4.9,1.3,0.77,0.8,1.1,1.7,9.5,False,0.9076018840102074,-0.08910097665206798,-1.2892177437482124,-0.9171310124292399,-0.6736940507114676,1.2021327163493012,-0.9016702236801434,-0.8926335017180359,-0.5033044144451865,-1.1628378553733585,-0.25165177983287185,-0.9079091190916617,-1.3038464517181225,-0.3910934098845005,0.9223786370249439,-0.08907121254432186,-0.9115400503808846,-1.9147540630898967
192,James Johnson,57,24.7,6.7,3.15,0.47,1.5,1.02,0.682,1.1,4.3,3.1,1.72,0.9,0.9,1.8,9.9,False,0.9214584013233402,-1.824834288055991,-0.8491816512681074,-0.871638402685726,-0.871136837347041,-0.08290115980525346,-0.6979489801916338,-0.7623274766924634,-1.1727937720798312,-0.40323865906750644,-0.49550040370193454,-0.0002017127569630202,-0.008399947856617681,-0.10010128943472332,0.5227345135306007,0.03817337680470977,-0.841340585584513,-2.611516445704834
193,Gary Harris,60,30.1,9.3,4.05,0.435,1.6,1.31,0.8170000000000001,1.4,2.7,2.2,1.83,1.3,0.3,1.2,11.9,False,0.9353149186364732,-0.9569676323540294,0.33891579842817643,-0.28023447602004536,-0.43772584229334344,-0.6595189247463997,-0.6470186693195064,-0.5823810611809586,0.5325093086876621,-0.07769614636499868,-1.145763400686101,-0.4540554159243123,0.1415991210115567,1.0638671923643856,-0.6761978569524283,-0.7252941592894795,-0.4903432616026553,-1.1819043459353684
194,Dwight Powell,61,23.4,5.7,3.48,0.611,2.8,2.03,0.7240000000000001,0.4,5.5,1.4,1.55,0.7,0.6,0.9,9.7,False,0.9491714359496061,-0.6676787471200423,-1.1352051113801758,-1.0991014514032955,-0.7122194724940185,2.240044693243366,-0.035854938853977586,-0.1356175468075673,-0.6422550358410549,-1.1628378553733585,-0.007803155963809501,-0.8574809298508452,-0.2402166906528869,-0.682085530334278,-0.07673167171091384,-1.107027927336574,-0.876440317982699,-0.9585618764770192
195,Dario Saric,65,25.0,8.2,3.71,0.452,1.9,1.6,0.8420000000000001,1.3,5.9,1.9,1.46,0.6,0.2,1.3,10.2,False,0.963027953262739,0.4894767938159063,-0.7831762373960915,-0.5304438296093721,-0.6014588848691846,-0.3794474389178425,-0.4942277367031242,-0.40243464566945364,0.8483061754964575,-0.18621031726583454,0.1547625932822323,-0.6053399836467622,-0.36294320154502957,-0.9730776507840552,-0.8760199186995998,-0.5980495699404479,-0.7886909869872345,-2.207667957582191
196,Carmelo Anthony,63,28.2,13.5,5.62,0.41600000000000004,2.9,2.36,0.8140000000000001,1.5,5.4,1.2,0.86,0.6,0.4,1.4,13.4,False,0.976884470575872,-0.08910097665206798,-0.07911848942792374,0.6751103285937461,0.31833556018921794,-0.9725399971430215,0.01507537201814986,0.06914906394690379,0.49461368467060673,0.030818024535837398,-0.04844459327531977,-0.9583373083324783,-1.18111994082598,-0.9730776507840552,-0.47637579520525675,-0.4708049805914165,-0.227095268616262,-2.659633923558533
197,Nicolas Batum,58,29.0,3.7,1.57,0.424,0.5,0.43,0.862,1.3,4.9,3.7,2.47,0.9,0.5,1.5,8.3,False,0.9907409878890049,-1.5355454028220037,0.0968959475641184,-1.5540275488384343,-1.6320139175524209,-0.8407416508707602,-1.2072520889129077,-1.1284253565262148,1.1009436689434924,-0.18621031726583454,-0.25165177983287185,0.3023674226879366,1.0143209762445706,-0.10010128943472332,-0.2765537334580853,-0.34356039124238485,-1.1221384447699991,-1.0305257327584607
198,Trey Burke,63,21.7,6.3,2.85,0.452,0.9,0.71,0.785,1.1,2.0,3.5,3.88,0.6,0.1,0.9,11.6,False,1.0045975052021379,-0.08910097665206798,-1.509235789988265,-0.9626236221727539,-1.0156071690316066,-0.3794474389178425,-1.0035308454243983,-0.9546839898254514,0.12828931917240416,-0.40323865906750644,-1.430253461866674,0.2015110442063033,2.9370363135548034,-0.9730776507840552,-1.0758419804467714,-1.107027927336574,-0.5429928601999341,-3.3680237605675014
199,Bobby Portis,62,22.5,8.9,4.01,0.451,1.4,1.09,0.778,1.1,6.2,1.5,1.15,0.6,0.3,1.3,11.7,False,1.0184540225152707,-0.3783898618860551,-1.3332213529962227,-0.37121969550707323,-0.45698855318461895,-0.3959222322018753,-0.7488792910637612,-0.7188921350172726,0.039866196465941486,-0.40323865906750644,0.2766869052167635,-0.8070527406100285,-0.7856678501735207,-0.9730776507840552,-0.6761978569524283,-0.5980495699404479,-0.5254429940008413,-2.866329461993582
200,Josh Hart,64,26.2,8.2,3.44,0.419,1.8,1.3,0.725,1.7,5.2,1.5,1.5,1.0,0.4,1.0,9.0,False,1.0323105398284038,0.20018790858191915,-0.5191545819080287,-0.5304438296093721,-0.7314821833852939,-0.9231156172909242,-0.5451580475752515,-0.5885861099917,-0.6296231611687045,0.24784636633750934,-0.12972746789834066,-0.8070527406100285,-0.30839808559296616,0.19089083101505383,-0.47637579520525675,-0.9797833379875425,-0.999289381376349,-2.5466636282094983
201,Kent Bazemore,64,25.3,7.9,3.1,0.392,2.2,1.66,0.7559999999999999,1.3,4.1,1.9,1.2,1.2,0.6,1.6,10.2,False,1.0461670571415367,0.20018790858191915,-0.7171708235240756,-0.5986827442246426,-0.8952152259611352,-1.3679350359598081,-0.3414368040867418,-0.36520435280500446,-0.23803504632579978,-0.18621031726583454,-0.5767832783249555,-0.6053399836467622,-0.7174864552334415,0.7728750719146081,-0.07673167171091384,-0.21631580189335323,-0.7886909869872345,-2.8505354464133466
202,Shabazz Napier,65,21.4,8.1,3.27,0.40399999999999997,2.7,2.23,0.825,1.3,2.4,3.6,2.11,1.1,0.2,1.7,9.7,False,1.0600235744546695,0.4894767938159063,-1.5752412038602808,-0.553190134481129,-0.8133487046732146,-1.1702375165514158,-0.08678524972610481,-0.011516570592736254,0.6335643060664753,-0.18621031726583454,-1.2676877126206323,0.25193923344711994,0.523414932676,0.48188295146483134,-0.8760199186995998,-0.08907121254432186,-0.876440317982699,-2.9201380795974328
203,Tristan Thompson,58,25.4,9.9,5.14,0.519,2.8,1.72,0.615,0.1,8.7,1.7,1.22,0.5,0.6,1.4,9.7,False,1.0738800917678026,-1.5355454028220037,-0.6951690189000709,-0.1437566467895038,0.08718302949391239,0.7243637111123525,-0.035854938853977586,-0.3279740599405552,-2.0191293751274024,-1.4883803680758663,1.2927228380045235,-0.7061963621283954,-0.6902138972574098,-1.2640697712338322,-0.07673167171091384,-0.4708049805914165,-0.876440317982699,-3.943056336550817
204,Danny Green,65,25.1,7.0,3.02,0.43200000000000005,0.7,0.54,0.769,2.0,3.5,1.4,1.54,1.0,0.6,0.9,8.7,False,1.0877366090809355,0.4894767938159063,-0.761174432772086,-0.8033994880704552,-0.9337406477436861,-0.7089433045984971,-1.105391467168653,-1.0601698196080576,-0.07382067558522483,0.5733888790400173,-0.8206319021940177,-0.8574809298508452,-0.25385296964090276,0.19089083101505383,-0.07673167171091384,-1.107027927336574,-1.0519389799736278,-1.7182398265214818
205,Alex Len,64,19.3,5.8,3.07,0.53,1.9,1.23,0.65,0.5,6.1,1.1,1.0,0.4,0.9,1.1,9.4,False,1.1015931263940684,0.20018790858191915,-2.0372791009643905,-1.0763551465315386,-0.9096622591295919,0.9055864372367131,-0.4942277367031242,-0.6320214516668909,-1.577013761595089,-1.0543236844725226,0.23604546790525283,-1.008765497573295,-0.9902120349937582,-1.5550618916836094,0.5227345135306007,-0.8525387486385109,-0.9290899165799774,-3.607349584593416
206,Kelly Olynyk,65,21.0,5.9,2.82,0.478,1.5,1.24,0.826,1.4,4.8,1.9,1.46,0.7,0.4,1.3,9.2,False,1.1154496437072015,0.4894767938159063,-1.6632484223563015,-1.0536088416597815,-1.0300542022000634,0.04889718646700875,-0.6979489801916338,-0.6258164028561494,0.6461961807388271,-0.07769614636499868,-0.29229321714438244,-0.6053399836467622,-0.36294320154502957,-0.682085530334278,-0.47637579520525675,-0.5980495699404479,-0.9641896489781634,-1.8048373845275578
207,Kyle Kuzma,63,25.6,11.0,4.87,0.44299999999999995,2.5,1.85,0.7390000000000001,1.4,4.6,1.6,1.06,0.4,0.4,1.5,13.7,False,1.1293061610203343,-0.08910097665206798,-0.6511654096520597,0.10645270679982248,-0.04284026902219667,-0.5277205784741384,-0.18864587147035972,-0.24730842540091497,-0.4527769157557778,-0.07769614636499868,-0.37357609176740336,-0.7566245513692119,-0.9083943610656631,-1.5550618916836094,-0.47637579520525675,-0.34356039124238485,-0.17444567001898353,-4.050717249396994
208,Cameron Johnson,62,25.4,7.1,3.07,0.433,1.0,0.79,0.7929999999999999,2.4,3.6,1.3,1.88,0.8,0.4,0.7,10.5,False,1.1431626783334672,-0.3783898618860551,-0.6951690189000709,-0.7806531831986984,-0.9096622591295919,-0.6924685113144653,-0.9526005345522708,-0.905043599339519,0.22934431655121726,1.0074455626433612,-0.7799904648825073,-0.9079091190916617,0.20978051595163566,-0.3910934098845005,-0.47637579520525675,-1.3615171060346372,-0.7360413883899557,-1.3855717035391315
209,Harry Giles III,57,22.3,6.5,3.59,0.552,1.1,0.82,0.741,0.0,6.1,1.9,1.35,0.8,0.5,1.4,10.4,False,1.1570191956466,-1.824834288055991,-1.377224962244233,-0.9171310124292399,-0.6592470175430111,1.268031889485434,-0.9016702236801434,-0.8864284529072944,-0.42751316641107556,-1.5968945389767024,0.23604546790525283,-0.6053399836467622,-0.5129422704132036,-0.3910934098845005,-0.2765537334580853,-0.4708049805914165,-0.7535912545890485,-2.076103748984071
210,Bruce Brown,61,26.6,7.7,3.38,0.439,2.1,1.55,0.738,0.5,4.3,3.5,2.33,1.0,0.5,1.5,8.1,False,1.1708757129597331,-0.6676787471200423,-0.4311473634120072,-0.6441753539681566,-0.7603762497222072,-0.5936197516102686,-0.3923671149588693,-0.4334598897231614,-0.465408790428131,-1.0543236844725226,-0.49550040370193454,0.2015110442063033,0.8234130704123488,0.19089083101505383,-0.2765537334580853,-0.34356039124238485,-1.157238177168185,-3.3066822743753854
211,De'Andre Hunter,67,28.7,10.8,4.69,0.434,2.3,1.8,0.784,1.5,4.0,1.6,1.06,0.7,0.3,1.5,11.6,False,1.184732230272866,1.0680545642838806,0.030890533692102505,0.06096009705630876,-0.12952246803293604,-0.6759937180304325,-0.29050649321461464,-0.27833366945462273,0.11565744450005236,0.030818024535837398,-0.6174247156364657,-0.7566245513692119,-0.9083943610656631,-0.682085530334278,-0.6761978569524283,-0.34356039124238485,-0.5429928601999341,-3.461283372244476
212,Cory Joseph,69,24.9,5.7,2.39,0.419,1.0,0.78,0.779,0.7,3.0,3.5,3.51,0.9,0.3,1.0,6.7,False,1.1985887475859989,1.6466323347518548,-0.8051780420200971,-1.0991014514032955,-1.2371283442812744,-0.9231156172909242,-0.9526005345522708,-0.9112486481502605,0.052498071138293294,-0.8372953426708506,-1.0238390887515698,0.2015110442063033,2.4324939909982177,-0.10010128943472332,-0.6761978569524283,-0.9797833379875425,-1.4029363039554854,-3.7296930457238426
213,Kevin Knox II,67,28.4,6.2,2.52,0.40700000000000003,1.6,1.13,0.708,1.6,4.4,1.3,1.0,0.5,0.5,1.3,12.4,False,1.212445264899132,1.0680545642838806,-0.03511488017991339,-0.9853699270445108,-1.1745245338846293,-1.1208131366993166,-0.6470186693195064,-0.6940719397743065,-0.8443650305986854,0.1393321954366735,-0.4548589663904239,-0.9079091190916617,-0.9902120349937582,-1.2640697712338322,-0.2765537334580853,-0.5980495699404479,-0.40259393060719084,-4.533781922702074
214,Royce O'Neale,66,28.7,5.1,2.27,0.446,0.8,0.61,0.758,1.2,5.2,2.4,2.39,0.8,0.4,1.0,6.7,False,1.2263017822122648,0.7787656790498935,0.030890533692102505,-1.2355792806338373,-1.2949164769551007,-0.47829619862203915,-1.0544611562965254,-1.0167344779328669,-0.21277129698109476,-0.29472448816667063,-0.12972746789834066,-0.3531990374426793,0.9052307443404439,-0.3910934098845005,-0.47637579520525675,-0.9797833379875425,-1.4029363039554854,-2.759340660168525
215,Luke Kennard,57,29.3,12.2,5.38,0.441,2.7,2.34,0.867,2.1,3.4,2.9,2.23,0.5,0.2,1.3,12.9,False,1.2401582995253977,-1.824834288055991,0.16290136143613432,0.37940836526090566,0.20275929484156519,-0.560670165042203,-0.08678524972610481,0.056738966325420685,1.1641030423052514,0.6819030499408534,-0.8612733395055282,-0.1010580912385963,0.6870502805321902,-1.2640697712338322,-0.8760199186995998,-0.5980495699404479,-0.31484459961172645,-1.533880223144934
216,Nicolo Melli,63,23.5,5.4,2.42,0.44799999999999995,1.2,0.9,0.754,1.7,4.2,1.8,1.64,0.8,0.5,1.1,9.4,False,1.2540148168385308,-0.08910097665206798,-1.1132033067561702,-1.1673403660185662,-1.2226813111128179,-0.4453466120539745,-0.850739912808016,-0.836788062421362,-0.263298795670502,0.24784636633750934,-0.5361418410134448,-0.6557681728875787,-0.11749017976074451,-0.3910934098845005,-0.2765537334580853,-0.8525387486385109,-0.9290899165799774,-2.396907366572043
217,Tyus Jones,66,19.9,6.6,2.95,0.447,0.9,0.71,0.7909999999999999,0.7,1.7,4.3,5.36,1.0,0.1,0.8,6.8,False,1.2678713341516636,0.7787656790498935,-1.9052682732203594,-0.8943847075574831,-0.9674503918034181,-0.4618214053380064,-1.0035308454243983,-0.9546839898254514,0.20408056720651363,-0.8372953426708506,-1.552177773801205,0.604936558132836,4.955205603781149,0.19089083101505383,-1.0758419804467714,-1.2342725166856054,-1.3853864377563925,-3.0783424669732167
218,Kevin Porter Jr.,60,26.6,8.4,3.84,0.457,2.0,1.51,0.754,1.3,3.7,2.5,1.19,1.1,0.3,2.1,11.8,False,1.2817278514647965,-0.9569676323540294,-0.4311473634120072,-0.48495121986585793,-0.5388550744725396,-0.2970734724976786,-0.44329742583099674,-0.4582800849661276,-0.263298795670502,-0.18621031726583454,-0.7393490275709969,-0.3027708482018626,-0.7311227342214573,0.48188295146483134,-0.6761978569524283,0.4199071448518044,-0.5078931278017481,-2.9108176393480245
219,Maxi Kleber,66,22.7,6.9,3.17,0.46,1.3,1.07,0.826,1.3,4.8,1.0,1.43,0.4,1.1,0.7,7.7,False,1.2955843687779296,0.7787656790498935,-1.2892177437482124,-0.8261457929422121,-0.8615054819014032,-0.2476490926455803,-0.7998096019358886,-0.7313022326387556,0.6461961807388271,-0.18621031726583454,-0.29229321714438244,-1.0591936868141116,-0.40385203850907714,-1.5550618916836094,0.9223786370249439,-1.3615171060346372,-1.2274376419645565,-1.6377539237196665
